,fcw,hmw,ldw,pcw,Alert,Lat,Long,Vehicle,Speed,Time-Hour,Time-Min,Time-Sec,Date-Year,Date-Month,Date-Day
119,0,0,1,0,cas_ldw,12.526309,79.897648,805,58,06,53,55,2022,06,01
120,0,0,1,0,cas_ldw,12.524034,79.896632,805,58,06,54,31,2022,06,01
121,0,0,1,0,cas_ldw,12.517021,79.890442,805,58,06,55,37,2022,06,01
122,0,1,0,0,cas_hmw,12.509666,79.884816,805,17,07,06,38,2022,06,01
123,0,1,0,0,cas_hmw,12.509666,79.884816,805,17,07,06,46,2022,06,01
124,0,0,1,0,cas_ldw,12.516883,79.887983,805,0,07,08,32,2022,06,01
125,0,0,1,0,cas_ldw,12.518274,79.89167,805,37,07,09,22,2022,06,01
126,0,0,1,0,cas_ldw,12.519849,79.893262,805,58,07,09,37,2022,06,01
127,0,0,1,0,cas_ldw,12.519849,79.893262,805,58,07,09,52,2022,06,01
128,0,0,1,0,cas_ldw,12.525591,79.897179,805,58,07,10,54,2022,06,01
129,0,0,1,0,cas_ldw,12.531729,79.90024,805,34,07,11,14,2022,06,01
130,0,0,1,0,cas_ldw,12.533717,79.901075,805,60,07,11,25,2022,06,01
131,0,0,1,0,cas_ldw,12.535888,79.902284,805,56,07,11,45,2022,06,01
132,0,0,1,0,cas_ldw,12.535888,79.902284,805,56,07,11,55,2022,06,01
133,0,1,0,0,cas_hmw,13.071684,80.259156,2846,23,07,12,09,2022,06,01
134,0,0,1,0,cas_ldw,12.543551,79.904835,805,0,07,12,53,2022,06,01
135,0,1,0,0,cas_hmw,13.073034,80.261821,2846,20,07,13,04,2022,06,01
136,0,0,1,0,cas_ldw,12.544251,79.904965,805,34,07,13,15,2022,06,01
137,0,0,1,0,cas_ldw,12.546179,79.905313,805,60,07,13,23,2022,06,01
138,0,0,1,0,cas_ldw,12.554801,79.908159,805,58,07,14,55,2022,06,01
139,0,0,1,0,cas_ldw,12.559018,79.910573,805,58,07,15,33,2022,06,01
140,0,1,0,0,cas_hmw,13.068967,80.267456,2846,28,07,15,40,2022,06,01
141,0,0,1,0,cas_ldw,12.563206,79.91303,805,58,07,16,15,2022,06,01
142,0,0,1,0,cas_ldw,12.569897,79.915546,805,58,07,16,42,2022,06,01
143,0,1,0,0,cas_hmw,12.572158,79.916154,805,58,07,16,46,2022,06,01
144,0,0,1,0,cas_ldw,12.574589,79.916705,805,58,07,17,00,2022,06,01
145,0,0,0,1,cas_pcw,13.066903,80.273656,2846,18,07,17,05,2022,06,01
146,0,0,1,0,cas_ldw,12.576887,79.917167,805,57,07,17,10,2022,06,01
147,0,0,1,0,cas_ldw,12.588822,79.919274,805,57,07,18,37,2022,06,01
148,0,0,0,1,cas_pcw,13.062345,80.274259,2846,23,07,18,38,2022,06,01
149,0,0,1,0,cas_ldw,12.593799,79.919159,805,58,07,19,16,2022,06,01
150,0,0,1,0,cas_ldw,12.593799,79.919159,805,58,07,19,27,2022,06,01
151,0,0,0,1,cas_pcw,13.061044,80.274416,2846,9,07,19,59,2022,06,01
152,0,0,1,0,cas_ldw,12.605689,79.920737,805,58,07,20,30,2022,06,01
153,0,0,1,0,cas_ldw,12.60793,79.921399,805,58,07,20,51,2022,06,01
154,0,0,1,0,cas_ldw,12.60793,79.921399,805,58,07,21,09,2022,06,01
155,0,0,1,0,cas_ldw,12.610107,79.922633,805,58,07,21,27,2022,06,01
156,0,0,1,0,cas_ldw,12.614301,79.925073,805,58,07,21,38,2022,06,01
157,0,0,0,1,cas_pcw,13.056923,80.273946,2846,25,07,21,40,2022,06,01
158,0,0,1,0,cas_ldw,12.614301,79.925073,805,58,07,21,42,2022,06,01
159,0,0,1,0,cas_ldw,12.616414,79.926094,805,57,07,21,56,2022,06,01
160,0,0,1,0,cas_ldw,12.618631,79.926673,805,57,07,22,06,2022,06,01
161,0,0,1,0,cas_ldw,12.621043,79.927266,805,58,07,22,24,2022,06,01
162,0,0,1,0,cas_ldw,12.625384,79.929079,805,58,07,22,52,2022,06,01
163,0,0,1,0,cas_ldw,12.625384,79.929079,805,58,07,23,03,2022,06,01
164,0,0,0,1,cas_pcw,12.627557,79.930026,805,54,07,23,17,2022,06,01
165,0,0,1,0,cas_ldw,12.631252,79.93158,805,47,07,24,02,2022,06,01
166,0,0,1,0,cas_ldw,12.633258,79.932462,805,59,07,24,22,2022,06,01
167,0,0,1,0,cas_ldw,12.635534,79.933484,805,58,07,24,33,2022,06,01
168,0,0,1,0,cas_ldw,12.637539,79.934687,805,58,07,25,06,2022,06,01
169,0,1,0,0,cas_hmw,12.641655,79.937271,805,58,07,25,27,2022,06,01
170,0,1,0,0,cas_hmw,12.653916,79.940029,805,55,07,27,05,2022,06,01
171,0,1,0,0,cas_hmw,12.657813,79.941476,805,56,07,28,36,2022,06,01
172,0,0,1,0,cas_ldw,12.656141,79.951721,805,37,07,29,07,2022,06,01
173,0,1,0,0,cas_hmw,13.05436,80.258608,2846,42,07,29,09,2022,06,01
174,0,1,0,0,cas_hmw,13.054712,80.254456,2846,21,07,29,25,2022,06,01
175,0,1,0,0,cas_hmw,13.053204,80.252145,2846,46,07,29,33,2022,06,01
176,0,0,0,1,cas_pcw,13.049029,80.249786,2846,39,07,30,19,2022,06,01
177,0,0,1,0,cas_ldw,12.66477,79.968914,805,46,07,32,19,2022,06,01
178,0,0,1,0,cas_ldw,12.666115,79.970296,805,53,07,32,33,2022,06,01
179,0,1,0,0,cas_hmw,13.040589,80.24727,2846,34,07,32,45,2022,06,01
180,0,1,0,0,cas_hmw,13.03978,80.247116,2846,29,07,32,53,2022,06,01
181,0,0,1,0,cas_ldw,12.667518,79.972042,805,54,07,32,56,2022,06,01
182,0,1,0,0,cas_hmw,13.03978,80.247116,2846,29,07,32,58,2022,06,01
183,0,0,1,0,cas_ldw,13.036987,80.246466,2846,54,07,33,20,2022,06,01
184,0,1,0,0,cas_hmw,13.034943,80.245836,2846,18,07,33,53,2022,06,01
185,0,1,0,0,cas_hmw,13.026211,80.232366,2846,18,07,36,58,2022,06,01
186,0,1,0,0,cas_hmw,13.02456,80.22893,2846,24,07,38,04,2022,06,01
187,0,1,0,0,cas_hmw,13.023507,80.227613,2846,36,07,38,37,2022,06,01
188,0,1,0,0,cas_hmw,13.022054,80.226318,2846,37,07,38,45,2022,06,01
189,0,1,0,0,cas_hmw,13.021284,80.225772,2846,34,07,38,55,2022,06,01
190,0,1,0,0,cas_hmw,13.012879,80.226848,2846,44,07,42,02,2022,06,01
191,0,1,0,0,cas_hmw,13.009793,80.226996,2846,39,07,42,31,2022,06,01
192,0,1,0,0,cas_hmw,13.011305,80.223556,2846,10,07,43,35,2022,06,01
193,0,1,0,0,cas_hmw,13.011501,80.223093,2846,29,07,43,52,2022,06,01
194,0,0,0,1,cas_pcw,12.696756,79.976834,805,18,07,44,43,2022,06,01
195,0,0,0,1,cas_pcw,12.697349,79.976465,805,27,07,45,04,2022,06,01
196,0,1,0,0,cas_hmw,12.697702,79.976182,805,17,07,45,50,2022,06,01
197,0,1,0,0,cas_hmw,13.010958,80.217332,2846,52,07,45,53,2022,06,01
198,0,0,1,0,cas_ldw,12.697172,79.972959,805,0,07,47,18,2022,06,01
199,0,1,0,0,cas_hmw,13.010101,80.214912,2846,51,07,47,21,2022,06,01
200,0,1,0,0,cas_hmw,13.009668,80.2136,2846,55,07,47,27,2022,06,01
201,0,1,0,0,cas_hmw,13.009668,80.2136,2846,55,07,47,32,2022,06,01
202,0,0,1,0,cas_ldw,12.697174,79.97278,805,15,07,47,58,2022,06,01
203,0,0,1,0,cas_ldw,12.697246,79.972323,805,24,07,48,11,2022,06,01
204,0,1,0,0,cas_hmw,13.008908,80.211645,2846,28,07,48,53,2022,06,01
205,0,1,0,0,cas_hmw,12.697522,79.971618,805,0,07,49,08,2022,06,01
206,0,0,1,0,cas_ldw,12.703252,79.971392,805,58,07,49,52,2022,06,01
207,0,0,1,0,cas_ldw,12.703252,79.971392,805,58,07,50,16,2022,06,01
208,0,1,0,0,cas_hmw,13.003073,80.200804,2846,42,07,51,03,2022,06,01
209,0,1,0,0,cas_hmw,13.000922,80.195361,2846,34,07,51,12,2022,06,01
210,0,0,1,0,cas_ldw,12.706974,79.975984,805,58,07,51,24,2022,06,01
211,0,1,0,0,cas_hmw,12.71422,79.98012,805,46,07,51,43,2022,06,01
212,0,0,1,0,cas_ldw,12.729431,79.98269,805,53,07,53,05,2022,06,01
213,0,1,0,0,cas_hmw,12.989675,80.179192,2846,0,07,53,16,2022,06,01
214,0,0,1,0,cas_ldw,12.729431,79.98269,805,53,07,53,42,2022,06,01
215,0,1,0,0,cas_hmw,12.729431,79.98269,805,53,07,53,52,2022,06,01
216,0,0,1,0,cas_ldw,12.98962,80.17912,2846,15,07,54,21,2022,06,01
217,0,1,0,0,cas_hmw,12.986855,80.175451,2846,50,07,54,27,2022,06,01
218,0,0,1,0,cas_ldw,12.986855,80.175451,2846,50,07,54,39,2022,06,01
219,0,0,1,0,cas_ldw,12.986572,80.175039,2846,0,07,55,08,2022,06,01
220,0,0,1,0,cas_ldw,12.734727,79.985256,805,47,07,55,08,2022,06,01
221,0,1,0,0,cas_hmw,12.986581,80.175037,2846,0,07,55,13,2022,06,01
222,0,0,1,0,cas_ldw,12.734727,79.985256,805,47,07,55,22,2022,06,01
223,0,0,1,0,cas_ldw,12.734727,79.985256,805,47,07,55,29,2022,06,01
224,0,0,1,0,cas_ldw,12.985944,80.174062,2846,45,07,56,12,2022,06,01
225,0,0,1,0,cas_ldw,12.985944,80.174062,2846,45,07,57,01,2022,06,01
226,0,1,0,0,cas_hmw,12.985184,80.172958,2846,56,07,57,22,2022,06,01
227,0,0,1,0,cas_ldw,12.744173,79.993056,805,44,07,58,02,2022,06,01
228,0,0,1,0,cas_ldw,12.745215,79.993895,805,57,07,58,32,2022,06,01
229,0,1,0,0,cas_hmw,12.980644,80.165306,2846,58,07,59,27,2022,06,01
230,0,0,1,0,cas_ldw,12.748661,79.996718,805,58,08,00,12,2022,06,01
231,0,1,0,0,cas_hmw,12.972456,80.151849,2846,24,08,00,36,2022,06,01
232,0,1,0,0,cas_hmw,12.972404,80.151786,2846,0,08,00,38,2022,06,01
233,0,1,0,0,cas_hmw,12.966983,80.148989,2846,12,08,01,37,2022,06,01
234,0,1,0,0,cas_hmw,12.96606,80.148542,2846,29,08,02,04,2022,06,01
235,0,0,1,0,cas_ldw,12.780423,80.011834,805,58,08,02,24,2022,06,01
236,0,0,1,0,cas_ldw,12.955655,80.142948,2846,28,08,04,14,2022,06,01
237,0,0,1,0,cas_ldw,12.793861,80.019282,805,54,08,04,17,2022,06,01
238,0,1,0,0,cas_hmw,12.795164,80.020115,805,54,08,04,20,2022,06,01
239,0,0,1,0,cas_ldw,12.954831,80.142517,2846,41,08,04,21,2022,06,01
240,0,1,0,0,cas_hmw,12.953242,80.141675,2846,21,08,04,39,2022,06,01
241,0,0,1,0,cas_ldw,12.796396,80.020924,805,60,08,04,48,2022,06,01
242,0,1,0,0,cas_hmw,12.953242,80.141675,2846,21,08,04,50,2022,06,01
243,0,1,0,0,cas_hmw,12.951464,80.140379,2846,30,08,05,22,2022,06,01
244,0,0,1,0,cas_ldw,12.947855,80.137546,2846,52,08,05,54,2022,06,01
245,0,0,1,0,cas_ldw,12.807471,80.028184,805,58,08,05,55,2022,06,01
246,0,1,0,0,cas_hmw,12.947855,80.137546,2846,52,08,05,56,2022,06,01
247,0,0,1,0,cas_ldw,12.8219,80.037912,805,42,08,07,08,2022,06,01
248,0,0,1,0,cas_ldw,12.824217,80.039564,805,57,08,07,20,2022,06,01
249,0,0,1,0,cas_ldw,12.826686,80.041408,805,58,08,07,41,2022,06,01
250,0,1,0,0,cas_hmw,12.93565,80.126782,2846,27,08,07,51,2022,06,01
251,0,1,0,0,cas_hmw,12.934934,80.126131,2846,44,08,08,05,2022,06,01
252,0,1,0,0,cas_hmw,12.934045,80.125261,2846,52,08,08,12,2022,06,01
253,0,1,0,0,cas_hmw,12.930063,80.121326,2846,54,08,08,55,2022,06,01
254,0,1,0,0,cas_hmw,12.836011,80.051273,805,58,08,09,30,2022,06,01
255,0,0,1,0,cas_ldw,12.837029,80.052345,805,57,08,09,55,2022,06,01
256,0,1,0,0,cas_hmw,12.926884,80.118105,2846,12,08,11,13,2022,06,01
257,0,0,1,0,cas_ldw,12.926884,80.118105,2846,12,08,11,27,2022,06,01
258,0,0,0,1,cas_pcw,12.841825,80.057242,805,36,08,11,56,2022,06,01
259,0,0,1,0,cas_ldw,12.926447,80.117631,2846,23,08,12,23,2022,06,01
260,0,0,1,0,cas_ldw,12.925127,80.116272,2846,38,08,12,38,2022,06,01
261,0,1,0,0,cas_hmw,12.920216,80.111283,2846,58,08,13,18,2022,06,01
262,0,1,0,0,cas_hmw,12.917444,80.10787,2846,54,08,13,34,2022,06,01
263,0,1,0,0,cas_hmw,12.910552,80.101074,2846,52,08,14,03,2022,06,01
264,0,1,0,0,cas_hmw,12.910552,80.101074,2846,52,08,14,06,2022,06,01
265,0,0,1,0,cas_ldw,12.856616,80.069507,805,56,08,14,51,2022,06,01
266,0,0,0,1,cas_pcw,12.906203,80.096338,2846,0,08,17,22,2022,06,01
267,0,1,0,0,cas_hmw,12.90601,80.096193,2846,16,08,17,53,2022,06,01
268,0,1,0,0,cas_hmw,12.905251,80.095648,2846,19,08,18,06,2022,06,01
269,0,1,0,0,cas_hmw,12.865479,80.074644,805,39,08,18,12,2022,06,01
270,0,0,1,0,cas_ldw,12.904063,80.094763,2846,34,08,18,37,2022,06,01
271,0,0,1,0,cas_ldw,12.866991,80.075232,805,40,08,18,46,2022,06,01
272,0,0,1,0,cas_ldw,12.869731,80.076324,805,33,08,19,13,2022,06,01
273,0,1,0,0,cas_hmw,12.869731,80.076324,805,33,08,19,16,2022,06,01
274,0,1,0,0,cas_hmw,12.900835,80.092213,2846,49,08,19,24,2022,06,01
275,0,0,1,0,cas_ldw,12.899776,80.091433,2846,53,08,19,47,2022,06,01
276,0,0,1,0,cas_ldw,13.006265,80.127376,1995,58,08,20,47,2022,06,01
277,0,1,0,0,cas_hmw,12.886148,80.083047,2846,61,08,20,47,2022,06,01
278,0,1,0,0,cas_hmw,12.999845,80.12545,1995,58,08,21,29,2022,06,01
279,0,1,0,0,cas_hmw,12.984884,80.120986,1995,58,08,24,06,2022,06,01
280,0,0,1,0,cas_ldw,12.980213,80.120703,1995,58,08,25,24,2022,06,01
281,0,0,1,0,cas_ldw,12.975876,80.11964,1995,55,08,25,46,2022,06,01
282,0,1,0,0,cas_hmw,12.877598,80.084304,5339,20,10,04,18,2022,06,01
283,0,0,1,0,cas_ldw,12.878192,80.082679,5339,45,10,05,27,2022,06,01
284,0,0,1,0,cas_ldw,12.878192,80.082679,5339,45,10,05,29,2022,06,01
285,0,0,1,0,cas_ldw,12.878592,80.081554,5339,44,10,05,34,2022,06,01
286,0,1,0,0,cas_hmw,12.864632,80.074536,5339,43,10,06,56,2022,06,01
287,0,0,1,0,cas_ldw,12.883423,80.081633,2846,39,11,37,13,2022,06,01
288,0,0,1,0,cas_ldw,12.888186,80.072965,2846,51,11,39,39,2022,06,01
289,0,0,1,0,cas_ldw,12.899835,80.070503,2846,47,11,40,27,2022,06,01
290,0,0,1,0,cas_ldw,12.903626,80.071327,2846,51,11,40,44,2022,06,01
291,0,0,1,0,cas_ldw,12.916262,80.075306,2846,56,11,41,42,2022,06,01
292,0,0,1,0,cas_ldw,12.91892,80.076137,2846,53,11,42,02,2022,06,01
293,0,0,1,0,cas_ldw,12.921342,80.076843,2846,53,11,42,18,2022,06,01
294,0,0,1,0,cas_ldw,12.924206,80.077729,2846,58,11,42,39,2022,06,01
295,0,0,1,0,cas_ldw,12.93394,80.081321,2846,52,11,44,51,2022,06,01
296,0,0,1,0,cas_ldw,12.943832,80.084967,2846,61,11,46,02,2022,06,01
297,0,0,1,0,cas_ldw,12.947817,80.086464,2846,52,11,46,41,2022,06,01
298,0,0,1,0,cas_ldw,12.950664,80.087538,2846,55,11,46,59,2022,06,01
299,0,0,1,0,cas_ldw,12.955171,80.089269,2846,0,11,47,40,2022,06,01
300,0,0,0,1,cas_pcw,12.966529,80.090406,2846,10,11,50,19,2022,06,01
301,0,0,1,0,cas_ldw,12.853269,80.066929,5339,3,12,01,11,2022,06,01
302,0,1,0,0,cas_hmw,12.854437,80.0679,5339,39,12,02,05,2022,06,01
303,0,0,1,0,cas_ldw,12.866663,80.07517,5339,0,12,05,08,2022,06,01
304,0,0,1,0,cas_ldw,12.884343,80.082014,5339,0,12,10,51,2022,06,01
305,0,0,0,1,cas_pcw,12.878925,80.080781,5339,14,12,16,28,2022,06,01
306,0,0,0,1,cas_pcw,12.875752,80.083842,805,3,16,31,38,2022,06,01
307,0,1,0,0,cas_hmw,12.878074,80.083032,805,49,16,32,46,2022,06,01
308,0,0,1,0,cas_ldw,12.878899,80.080271,805,19,16,36,08,2022,06,01
309,0,0,1,0,cas_ldw,12.875727,80.078974,805,61,16,36,28,2022,06,01
310,0,0,1,0,cas_ldw,12.873168,80.077852,805,56,16,36,53,2022,06,01
