,Lat,Long
418,12.529063,79.898895
419,12.529063,79.898895
420,12.533313,79.90091
421,12.535407,79.901978
422,12.537418,79.903213
423,12.543968,79.904934
424,12.546264,79.90535
425,12.549946,79.906083
426,12.549946,79.906083
427,12.551812,79.906812
428,12.560147,79.911236
429,12.56422,79.913604
430,12.568625,79.915205
431,12.572873,79.916322
432,12.575176,79.916787
433,12.579797,79.918132
434,12.582019,79.91889
435,12.584327,79.919228
436,12.588697,79.91925
437,12.595677,79.919358
438,12.598005,79.919608
439,12.60034,79.919846
440,12.607156,79.921083
441,12.609255,79.922144
442,12.611295,79.92331
443,12.611295,79.92331
444,12.613343,79.924468
445,12.615383,79.925636
446,12.626989,79.929758
447,12.629141,79.930685
448,12.631086,79.931525
449,12.632849,79.93228
450,12.637028,79.934337
451,12.641011,79.936865
452,12.647011,79.940294
453,12.649167,79.940538
454,12.651547,79.940279
455,12.653768,79.94006
456,12.653768,79.94006
457,12.65608,79.940253
458,12.657881,79.941578
459,12.656468,79.950532
460,12.657406,79.957377
461,12.660449,79.960777
462,12.660449,79.960777
463,12.669458,79.958543
464,12.678825,79.958401
465,12.683502,79.958512
466,12.683502,79.958512
467,12.688036,79.959839
468,12.690009,79.961286
469,12.692793,79.964498
470,12.694849,79.965652
471,12.696921,79.966763
472,12.698959,79.967922
473,12.70102,79.969081
474,12.704158,79.97259
475,12.704158,79.97259
476,12.709228,79.977404
477,12.710926,79.978411
478,12.719549,79.981001
479,12.723749,79.981623
480,12.723749,79.981623
481,12.725527,79.9822
482,12.725527,79.9822
483,12.732196,79.98292
484,12.737269,79.987678
485,12.742837,79.991965
486,12.746492,79.994958
487,12.752227,79.999359
488,12.76198,80.003668
489,12.762815,80.00389
490,12.762815,80.00389
491,12.763836,80.00433
492,12.773842,80.008898
493,12.778254,80.010902
494,12.782543,80.012796
495,12.784551,80.013691
496,12.787064,80.015089
497,12.789516,80.016524
498,12.79803,80.022045
499,12.800014,80.023349
500,12.803943,80.025893
501,12.807871,80.028447
502,12.821463,80.037655
503,12.830368,80.045337
504,12.83092,80.04594
505,12.83092,80.04594
506,12.840076,80.055555
507,12.843754,80.059473
508,12.853495,80.067191
509,12.857884,80.070514
510,12.857884,80.070514
511,12.860663,80.072513
512,12.86669,80.075127
513,12.870037,80.076465
514,12.873356,80.077758
515,12.892903,80.086001
516,12.916717,80.106507
517,12.920005,80.11101
518,12.922984,80.11407
519,12.92584,80.116953
520,12.927967,80.119092
521,12.929972,80.121041
522,12.929972,80.121041
523,12.941115,80.131635
524,12.944165,80.134611
525,12.948817,80.138128
526,12.87842,80.080009
527,12.87588,80.079034
528,12.87588,80.079034
529,12.874532,80.078458
530,12.867732,80.075765
531,12.86362,80.074196
532,12.859743,80.072131
533,12.853861,80.067682
534,12.849229,80.064394
535,12.847218,80.062866
536,12.841271,80.057079
537,12.973143,80.152834
538,12.97936,80.161887
539,12.830064,80.04529
540,12.813812,80.032471
541,12.993002,80.183599
542,12.774434,80.009326
543,12.762931,80.004107
544,12.762931,80.004107
545,12.762931,80.004107
546,12.761565,80.003746
547,12.756254,80.002126
548,13.008977,80.211592
549,12.746809,79.995388
550,13.011692,80.219054
551,12.746809,79.995388
552,12.730229,79.982978
553,13.023262,80.227293
554,13.027952,80.235308
555,12.718814,79.981091
556,12.71036,79.978174
557,13.031689,80.240882
558,12.709583,79.977722
559,13.03251,80.24244
560,13.03251,80.24244
561,12.708217,79.976931
562,12.708217,79.976931
563,13.033906,80.244356
564,12.704892,79.973724
565,13.039808,80.246977
566,12.691985,79.964027
567,13.043725,80.247717
568,12.691985,79.964027
569,12.690817,79.962652
570,13.047013,80.248342
571,12.685894,79.959386
572,13.048501,80.24952
573,12.68349,79.9587
574,13.052857,80.25164
575,12.678518,79.958593
576,12.678518,79.958593
577,12.660604,79.960994
578,12.660604,79.960994
579,12.657403,79.957753
580,12.658007,79.944005
581,12.650696,79.941638
582,12.642998,79.938229
583,12.63742,79.934799
584,12.635745,79.933771
585,12.626137,79.929543
586,12.621809,79.927708
587,12.619418,79.927
588,12.612904,79.924432
589,12.612904,79.924432
590,12.608817,79.922088
591,12.585734,79.919495
592,12.585734,79.919495
593,12.576676,79.917265
594,12.569817,79.915704
595,12.563267,79.913238
596,12.550723,79.906502
597,12.546164,79.905481
598,12.546164,79.905481
599,12.541548,79.904638
600,12.532444,79.900818
601,12.532444,79.900818
602,12.532444,79.900818
603,12.530178,79.899642
604,12.528071,79.898567
605,12.520095,79.893728
606,12.506566,79.880659
607,12.517885,79.887785
608,12.519879,79.893293
609,13.066447,80.245731
610,12.523486,79.89625
611,12.530983,79.899836
612,12.530983,79.899836
613,12.543545,79.904815
614,12.54532,79.905158
615,12.549448,79.905954
616,13.070818,80.25826
617,12.553927,79.907749
618,12.553927,79.907749
619,12.56008,79.911203
620,12.564144,79.913563
621,12.566264,79.91456
622,12.568524,79.915203
623,13.071636,80.264641
624,12.570798,79.915786
625,12.570798,79.915786
626,12.575369,79.916828
627,13.070698,80.265576
628,12.577672,79.917277
629,12.579977,79.918208
630,12.586863,79.919349
631,12.598522,79.919676
632,12.598522,79.919676
633,12.598522,79.919676
634,12.603181,79.92018
635,12.607875,79.92134
636,12.607875,79.92134
637,13.062696,80.274187
638,12.611958,79.923702
639,12.611958,79.923702
640,12.613992,79.92488
641,12.618322,79.926599
642,12.630245,79.931108
643,12.630748,79.93135
644,12.634803,79.933143
645,12.638681,79.935422
646,12.642706,79.937874
647,12.646783,79.940209
648,12.653874,79.940048
649,13.053971,80.273805
650,13.052988,80.272508
651,12.657044,79.948606
652,13.053218,80.270639
653,13.053255,80.269981
654,13.053325,80.269389
655,13.053386,80.268825
656,12.663621,79.968193
657,12.669737,79.974801
658,12.671467,79.976023
659,13.047175,80.248611
660,12.674845,79.977236
661,13.045476,80.248232
662,13.043787,80.247896
663,13.041753,80.247491
664,13.038555,80.246894
665,13.033777,80.244326
666,13.030104,80.238219
667,13.027927,80.235419
668,12.697172,79.97275
669,13.014956,80.226016
670,12.699966,79.968362
671,12.702588,79.970568
672,12.703888,79.97229
673,12.70517,79.973909
674,13.01157,80.222912
675,12.707849,79.976629
676,13.012153,80.221208
677,12.71111,79.978529
678,12.715425,79.980435
679,12.715425,79.980435
680,12.715425,79.980435
681,13.00837,80.210195
682,12.724312,79.981746
683,12.72564,79.982232
684,13.00614,80.203131
685,13.004304,80.201143
686,12.73279,79.983126
687,13.001893,80.199991
688,13.000761,80.195175
689,12.997672,80.191256
690,12.754782,80.000998
691,12.755707,80.001587
692,12.99265,80.183102
693,12.988661,80.177906
694,12.985476,80.173366
695,12.982844,80.16913
696,12.982844,80.16913
697,12.764601,80.004642
698,12.979899,80.163054
699,12.975878,80.156882
700,12.775688,80.009706
701,12.775688,80.009706
702,12.967817,80.149427
703,12.801033,80.023972
704,12.802261,80.024778
705,12.804707,80.026385
706,12.960573,80.145556
707,12.807169,80.027999
708,12.809436,80.029449
709,12.814323,80.032604
710,12.81587,80.03365
711,12.955536,80.142927
712,12.954872,80.14255
713,12.954189,80.142173
714,12.954189,80.142173
715,12.952595,80.14122
716,12.821798,80.037833
717,12.82317,80.038836
718,12.947685,80.137453
719,12.827931,80.042737
720,12.944338,80.134846
721,12.943392,80.134063
722,12.83128,80.046283
723,12.940865,80.131439
724,12.837513,80.052791
725,12.838426,80.053748
726,12.8417,80.057166
727,12.843477,80.059036
728,12.931454,80.122749
729,12.929155,80.120344
730,12.924546,80.115707
731,12.922518,80.113681
732,12.921514,80.11269
733,12.84756,80.062869
734,12.849103,80.064011
735,12.849103,80.064011
736,12.850972,80.065352
737,12.850972,80.065352
738,12.918378,80.109039
739,12.85287,80.066714
740,12.854708,80.068078
741,12.854708,80.068078
742,12.856638,80.069524
743,12.859229,80.07153
744,12.913738,80.101773
745,12.912523,80.101516
746,12.862611,80.073519
747,12.901998,80.093002
748,12.87246,80.077362
749,12.898856,80.090648
750,12.875736,80.078644
751,12.89563,80.088222
752,12.89563,80.088222
753,12.891148,80.085098
754,12.888983,80.084178
755,12.886405,80.083164
756,12.885058,80.0826
757,12.878204,80.082948
758,12.878204,80.082948
759,12.879598,80.080102
760,12.879598,80.080102
761,12.879598,80.080102
762,12.879598,80.080102
763,12.879598,80.080102
764,12.880265,80.080372
765,12.880265,80.080372
766,12.88645,80.077169
767,12.92985,80.079781
768,12.92985,80.079781
769,12.929932,80.079814
770,12.930152,80.079898
771,12.965329,80.089936
772,12.983649,80.089364
773,12.983649,80.089364
774,12.999005,80.087864
775,13.001169,80.088691
776,13.011027,80.092423
777,13.013194,80.093343
778,13.040612,80.086286
779,13.043992,80.085355
780,13.043992,80.085355
781,13.050717,80.088955
782,12.877757,80.083942
783,12.878155,80.082797
784,12.878177,80.0799
785,12.87691,80.079424
786,12.875504,80.078878
787,12.875504,80.078878
788,12.878987,80.080402
789,12.879365,80.079999
790,12.879365,80.079999
791,12.866327,80.075213
792,12.864778,80.074633
793,12.862839,80.07389
794,12.862839,80.07389
795,12.861844,80.07345
796,12.861844,80.07345
797,12.860419,80.072637
798,12.860256,80.072542
799,12.860256,80.072542
800,12.886937,80.083183
801,12.8597,80.07213
802,12.858147,80.070966
803,12.889601,80.084285
804,12.856496,80.069688
805,12.894458,80.087172
806,12.85557,80.06898
807,12.853427,80.067363
808,12.852223,80.066504
809,12.842923,80.058849
810,12.841198,80.057023
811,12.840329,80.056045
812,12.838133,80.053741
813,12.838133,80.053741
814,12.835469,80.050982
815,12.834464,80.049905
816,12.83244,80.047759
817,12.83244,80.047759
818,12.829417,80.044537
819,12.828406,80.043498
820,12.816018,80.033948
821,12.926247,80.117359
822,12.926336,80.117448
823,12.799092,80.022863
824,12.794756,80.020023
825,12.793549,80.019208
826,12.787266,80.015373
827,12.938591,80.129181
828,12.783856,80.013509
829,12.944278,80.134721
830,12.944278,80.134721
831,12.945341,80.13554
832,12.945341,80.13554
833,12.773309,80.008812
834,12.77088,80.007704
835,12.768212,80.00638
836,12.95187,80.140538
837,12.756846,80.002348
838,12.957264,80.143684
839,12.753626,80.000456
840,12.965357,80.148042
841,12.965357,80.148042
842,12.743122,79.992531
843,12.965357,80.148042
844,12.966102,80.148442
845,12.966102,80.148442
846,12.743122,79.992531
847,12.975643,80.156426
848,12.977543,80.159315
849,12.981002,80.165851
850,12.980053,80.163117
851,12.722149,79.981501
852,12.717762,79.980964
853,12.709195,79.977532
854,12.702714,79.970937
855,12.991624,80.181502
856,12.697386,79.972095
857,12.99811,80.19169
858,12.693917,79.979085
859,12.692939,79.979533
860,12.692939,79.979533
861,12.692939,79.979533
862,13.001967,80.19856
863,13.001901,80.199746
864,12.690267,79.98174
865,13.003804,80.200898
866,13.003804,80.200898
867,13.003804,80.200898
868,13.005876,80.202256
869,12.687592,79.982998
870,13.007645,80.204986
871,13.007645,80.204986
872,13.010572,80.216359
873,13.010572,80.216359
874,13.011329,80.21811
875,13.011713,80.219094
876,13.018036,80.224705
877,12.674114,79.976813
878,12.674114,79.976813
879,13.021846,80.226027
880,13.021846,80.226027
881,13.022584,80.226644
882,12.670089,79.975392
883,12.670089,79.975392
884,12.668798,79.973817
885,13.024941,80.229302
886,12.665927,79.970208
887,12.660677,79.966031
888,13.027232,80.23399
889,13.029163,80.236695
890,13.029163,80.236695
891,12.656638,79.955704
892,13.029163,80.236695
893,13.029163,80.236695
894,12.657907,79.943618
895,12.657907,79.943618
896,12.646346,79.940184
897,12.636422,79.934156
898,12.632787,79.93242
899,12.630634,79.931496
900,12.626459,79.929673
901,12.619892,79.927131
902,12.617611,79.926576
903,13.039127,80.246799
904,12.617611,79.926576
905,12.613476,79.924711
906,13.041584,80.247299
907,13.041584,80.247299
908,13.041584,80.247299
909,12.613476,79.924711
910,13.043317,80.247668
911,13.045072,80.247997
912,12.607458,79.92131
913,12.605194,79.920712
914,13.04727,80.248475
915,12.603022,79.920293
916,12.60069,79.920052
917,12.596021,79.919558
918,13.051143,80.250028
919,12.591492,79.919311
920,12.586814,79.919491
921,12.584462,79.919411
922,13.054977,80.254496
923,13.054977,80.254496
924,12.580058,79.9184
925,13.057133,80.257141
926,12.573439,79.916622
927,12.56904,79.915474
928,12.56691,79.9149
929,13.056418,80.256653
930,13.056418,80.256653
931,13.056418,80.256653
932,13.056418,80.256653
933,13.056042,80.256074
934,13.055561,80.255502
935,13.055561,80.255502
936,12.562818,79.912978
937,12.556842,79.909488
938,13.054365,80.258714
939,13.054269,80.259855
940,12.554928,79.908398
941,13.054269,80.259855
942,12.552788,79.907412
943,12.552788,79.907412
944,13.053837,80.264543
945,12.54606,79.905448
946,13.053748,80.265506
947,13.053571,80.267445
948,12.540089,79.90435
949,13.053512,80.26825
950,13.053479,80.268598
951,13.053445,80.269357
952,12.531918,79.90054
953,12.529554,79.899312
954,12.529554,79.899312
955,13.053376,80.270655
956,13.053376,80.270655
957,12.525153,79.897149
958,12.523417,79.896342
959,13.052881,80.273546
960,13.055397,80.273794
961,13.055851,80.273808
962,13.055851,80.273808
963,13.056522,80.273849
964,12.510297,79.884995
965,13.057915,80.274011
966,12.504265,79.878723
967,13.062065,80.274238
968,13.062486,80.274196
969,13.064313,80.273936
970,13.066352,80.273718
971,12.499335,79.874574
972,13.068837,80.267663
973,12.507089,79.880731
974,12.508745,79.881964
975,12.510556,79.88283
976,12.515706,79.887199
977,13.070954,80.265193
978,12.521421,79.894773
979,13.071461,80.26471
980,13.071461,80.26471
981,12.521421,79.894773
982,12.523308,79.896155
983,12.523308,79.896155
984,12.533792,79.901108
985,13.072862,80.262068
986,12.542445,79.90464
987,12.545942,79.905294
988,12.550568,79.906244
989,12.554834,79.908204
990,12.567423,79.914883
991,12.571962,79.916102
992,12.576538,79.917056
993,12.580807,79.91856
994,12.585417,79.919302
995,12.587758,79.919311
996,12.59244,79.919118
997,12.59493,79.919272
998,12.599589,79.919782
999,12.608604,79.921778
1000,12.61065,79.922952
1001,12.61065,79.922952
1002,12.612506,79.924023
1003,12.612506,79.924023
1004,12.616582,79.926114
1005,12.631478,79.931674
1006,12.632726,79.932216
1007,12.641497,79.93717
1008,12.641497,79.93717
1009,12.647701,79.94048
1010,12.652014,79.940229
1011,12.65435,79.939981
1012,12.656629,79.940467
1013,12.658153,79.942124
1014,12.65694,79.948838
1015,12.655912,79.952811
1016,12.656531,79.955064
1017,12.657341,79.95732
1018,12.658419,79.959416
1019,12.662672,79.960934
1020,12.662672,79.960934
1021,12.667042,79.958845
1022,12.669364,79.958557
1023,12.671716,79.95852
1024,12.681088,79.958371
1025,12.681088,79.958371
1026,12.681088,79.958371
1027,12.685365,79.959057
1028,12.687689,79.95974
1029,12.687689,79.95974
1030,12.69104,79.962791
1031,12.694771,79.965577
1032,12.696827,79.966722
1033,12.700938,79.969027
1034,12.702646,79.970636
1035,12.706536,79.975638
1036,12.709905,79.977813
1037,12.711852,79.979027
1038,12.713962,79.980012
1039,12.724052,79.981696
1040,12.724143,79.981699
1041,12.725366,79.982123
1042,12.727573,79.982541
1043,12.727573,79.982541
1044,12.729934,79.982712
1045,12.743044,79.992205
1046,12.743044,79.992205
1047,12.755971,80.001791
1048,12.761987,80.00368
1049,12.763581,80.004197
1050,12.770934,80.007564
1051,12.803412,80.025596
1052,12.803412,80.025596
1053,12.803412,80.025596
1054,12.810414,80.030107
1055,12.812388,80.031419
1056,12.815758,80.033637
1057,12.815758,80.033637
1058,12.826451,80.041281
1059,12.826451,80.041281
1060,12.827656,80.042522
1061,12.827656,80.042522
1062,12.827656,80.042522
1063,12.827656,80.042522
1064,12.830275,80.045267
1065,12.838585,80.054021
1066,12.840146,80.055643
1067,12.845681,80.061438
1068,12.846636,80.062283
1069,12.849183,80.064076
1070,12.849183,80.064076
1071,12.853509,80.067208
1072,12.854953,80.068296
1073,12.860018,80.072133
1074,12.861713,80.073219
1075,12.866537,80.075133
1076,12.86711,80.075374
1077,12.87812,80.07992
1078,12.876864,80.079401
1079,12.875462,80.078864
1080,12.875462,80.078864
1081,12.875462,80.078864
1082,12.87412,80.078271
1083,12.862945,80.073904
1084,12.8604,80.072555
1085,12.850453,80.065264
1086,12.848079,80.06353
1087,12.848079,80.06353
1088,12.842821,80.058666
1089,12.83874,80.054339
1090,12.833078,80.048509
1091,12.832077,80.047428
1092,12.83102,80.046284
1093,12.822595,80.038647
1094,12.815525,80.033604
1095,12.805905,80.027339
1096,12.799926,80.023418
1097,12.796286,80.021048
1098,12.796286,80.021048
1099,12.794345,80.01979
1100,12.788716,80.016282
1101,12.784816,80.013942
1102,12.782698,80.012958
1103,12.772068,80.008289
1104,12.769906,80.007255
1105,12.769906,80.007255
1106,12.767794,80.006207
1107,12.763541,80.004365
1108,12.761914,80.003804
1109,12.759659,80.003227
1110,12.755412,80.001631
1111,12.753434,80.000365
1112,12.751476,79.999055
1113,12.749606,79.997639
1114,12.738573,79.988806
1115,12.721284,79.981337
1116,12.7043,79.972943
1117,12.701601,79.969589
1118,12.692592,79.964527
1119,12.690585,79.962375
1120,12.689707,79.961181
1121,12.688578,79.960259
1122,12.688578,79.960259
1123,12.688578,79.960259
1124,12.675632,79.958641
1125,12.672702,79.958651
1126,12.665579,79.959749
1127,12.657905,79.958873
1128,12.657905,79.958873
1129,12.655781,79.95326
1130,12.65713,79.942347
1131,12.651228,79.941788
1132,12.647334,79.940597
1133,12.644718,79.939272
1134,12.631942,79.932055
1135,12.630315,79.931367
1136,12.617999,79.926647
1137,12.610359,79.922965
1138,12.60909,79.922228
1139,12.607,79.921174
1140,12.604858,79.920662
1141,12.601969,79.920209
1142,12.600514,79.920034
1143,12.59327,79.919288
1144,12.588869,79.919434
1145,12.587409,79.919486
1146,12.584493,79.919423
1147,12.581598,79.918944
1148,12.579002,79.917935
1149,12.571737,79.916228
1150,12.564748,79.914099
1151,12.563475,79.913351
